week,date,day,std,subject1,competency1,playlist_link1,worksheet_link1,subject2,competency2,playlist_link2,worksheet_link2
16,2021-10-06,Wednesday ,III,हिंदी,"पढ़ना  व  लिखना- लिखना सीखने की प्रक्रिया के दौरान अपने विकासात्मक स्तर के अनुसार चित्रों , आड़ी-तिरछी रेखाओं (कीरम-काटे), अक्षर-आकृतियों, स्व-वर्तनी (इनवेंटिड स्पैलिंग) और स्व-नियंत्रित लेखन (कनवैंशनल राइटिंग) के माध्यम से सुनी हुई और अपने मन की बातों को अपने तरीके से लिखने का प्रयास करना l",https://bit.ly/3hr9zqb,https://bit.ly/3tC3xrz,English,Reading and Writing - The learner use in/on/under,https://bit.ly/3E4s0uJ,https://bit.ly/3vw3ltm
16,2021-10-07,Thursday ,III,हिंदी,,,,गणित,संक्रियाओं की समझ- घटाव-9 तक की संख्याओं का प्रयोग करते हुए दिन-प्रतिदिन में उपयोग होने वाले घटाव के प्रष्नों को हल करते हैं।,https://bit.ly/2VADvsh,https://bit.ly/2TBPfcA
16,2021-10-08,Friday ,III,English,Reading and Writing - The learner use in/on/under,https://bit.ly/39NbkKS,https://bit.ly/3xpOSQZ,गणित,संक्रियाओं की समझ- जोड़-घटाव-21 से 50 तक की संख्याओं का प्रयोग करते हुए जोड़ घटाव के प्रश्न हल करते है।,https://bit.ly/2XbOYiq,https://bit.ly/3iFHDjY
17,2021-10-11,Monday ,III,English,Reading and Writing - The learner can understand opposite words,https://bit.ly/3nr0wcA,https://bit.ly/2UayLsq,गणित,,,
17,2021-10-12,Tuesday ,III,हिंदी,वर्णों की पहचान और ध्वनि की समझ,https://bit.ly/3gE1n4T,https://bit.ly/2TwQVEu,English,Reading and Writing Familiarize with sight words (> 3 letters),https://bit.ly/3nn0DWM,http://bit.ly/3og0qCh
17,2021-10-13,Wednesday ,III,हिंदी,वर्णों की पहचान और ध्वनि की समझ,https://bit.ly/3xnt6xw,https://bit.ly/2TXOU4b,English,Listening and Speaking - The learner can  recite poem with action,https://bit.ly/3p3Iaww,https://bit.ly/390spQv
17,2021-10-14,Thursday ,III,हिंदी,"वर्ण, मात्रा और शब्द को लिखना और पढ़ना",https://bit.ly/3iIYKl2,https://bit.ly/3gpYVzP,गणित,1 से 20 तक की संख्या,https://bit.ly/3snlVDQ,"https://bit.ly/39XRQnz,"
17,2021-10-15,Friday ,III,English,Reading and speaking - The learner can  recite poem with action,https://bit.ly/39Vumh0,http://bit.ly/2MDGXO0,गणित,शून्य का मतलब,https://bit.ly/3gvnLNG,https://bit.ly/2TudDgm
18,2021-10-18,Monday ,III,English,Reading and speaking - The learner can  recite poem with action,https://bit.ly/3lg64E7,https://bit.ly/2S5QmkC,गणित,100 तक की संख्या लिखें (20 से 40 तक),https://bit.ly/39jVPK9,https://bit.ly/2S3pnWU
18,2021-10-19,Tuesday ,III,हिंदी,"पूर्व ज्ञान के आधार पर वर्ण, ध्वनि और शब्द को पहचानना",https://bit.ly/3s4clFs,http://bit.ly/35lhv6h,English,"Reading and speaking - Familiarize with and speak the names of commonly known objects(nature- birds, flowers, animals, seasons)",https://bit.ly/3hpNSqw,http://bit.ly/34jtIrF
18,2021-10-20,Wednesday ,III,हिंदी,"पूर्व ज्ञान के आधार पर वर्ण, ध्वनि और शब्द को पहचानना","
https://bit.ly/2UViaWo",https://bit.ly/2HpCfB9 ,English,Reading and speaking - The learner respond orally in any language including sign language to comphrension questions realted to stories/poem,https://bit.ly/3hl9MLJ,https://bit.ly/3cKzd6U
18,2021-10-21,Thursday ,III,हिंदी,"पूर्व ज्ञान के आधार पर वर्ण, ध्वनि और शब्द को पहचानना",https://bit.ly/36vyeF6,https://bit.ly/3ofymia,गणित,संख्या 100 तक लिखें (40-50),https://bit.ly/3prhuWA,https://bit.ly/3iJ5bUV
18,2021-10-22,Friday ,III,English,Listening and Speaking - The learner can  talk about self,https://bit.ly/2YOP1Se,https://bit.ly/3zxi6iP,गणित,100 तक की संख्या लिखें (50-70),https://bit.ly/36H9FVA,https://bit.ly/3pUBrpM
19,2021-10-25,Monday ,III,English,Reading and Writng - The learner associates word with pictures,https://bit.ly/3lxhnGn,https://bit.ly/3vxRevM,गणित,100 तक की संख्या लिखें (70-100),https://bit.ly/3wnlACD,https://bit.ly/3pUBG4a
19,2021-10-26,Tuesday ,III,हिंदी,आस पास की वस्तुओं को देखकर उसके अर्थ को समझ पाना,https://bit.ly/3o4ouXR,https://bit.ly/3vzNQAE,English,Reading and speaking - The learner can produce words with common blends,https://bit.ly/35pMzSn,https://bit.ly/3gvHJct
19,2021-10-27,Wednesday ,III,हिंदी,आस पास की वस्तुओं को देखकर उसके अर्थ को समझ पाना,https://bit.ly/3xnt6xw,https://bit.ly/2TK3Um3,English,Reading and speaking - The learner can produce words with common blends,https://bit.ly/3lbVApo,https://bit.ly/3q0fiGA
19,2021-10-28,Thursday ,III,हिंदी,पर्यायवाची शब्द,https://bit.ly/2Xr6rQX,http://bit.ly/3oNu9mt,गणित,स्थानीय मान की अवधारणा को समझते है - 1,https://bit.ly/3ppSXAj,https://bit.ly/3joIcz7
19,2021-10-29,Friday ,III,English,Reading and Writing - The learner can  produce words with common blends,https://bit.ly/3lkLd2q,https://bit.ly/3gyZ4Qu,गणित,स्थानीय मान की अवधारणा को समझते है - 2,https://bit.ly/3pp1kMF,https://bit.ly/3h9QRT7
1,2021-06-21,Monday ,IV,हिंदी,वर्णों की पहचान और ध्वनि की समझ,https://bit.ly/3gE1n4T,https://bit.ly/2TwQVEu,गणित,1 से 20 तक की संख्या,https://bit.ly/3snlVDQ,"https://bit.ly/39XRQnz,"
1,2021-06-22,Tuesday ,IV,हिंदी,वर्णों की पहचान और ध्वनि की समझ,https://bit.ly/3xnt6xw,https://bit.ly/2TXOU4b,गणित,शून्य का मतलब,https://bit.ly/3gvnLNG,https://bit.ly/2TudDgm
1,2021-06-23,Wednesday ,IV,हिंदी,"वर्ण, मात्रा और शब्द को लिखना और पढ़ना",https://bit.ly/3iIYKl2,https://bit.ly/3gpYVzP,English,Match /classify/categorise with the help of pictures,https://bit.ly/3gvMVMj,https://bit.ly/2TzY1Yy
1,2021-06-24,Thursday ,IV,गणित,100 तक की संख्या लिखें (20 से 40 तक),https://bit.ly/39jVPK9,https://bit.ly/2S3pnWU,English,Match letter names with letter sounds  (1/2),https://bit.ly/3wo8Ziy,https://bit.ly/Class1-2_pictures_a
1,2021-06-25,Friday ,IV,गणित,संख्या 100 तक लिखें (40-50),https://bit.ly/3prhuWA,https://bit.ly/3iJ5bUV,English,Match letter names with letter sounds (2/2),https://bit.ly/2SA9IP1,https://bit.ly/letter_sounds_a
2,2021-06-28,Monday ,IV,हिंदी,"पूर्व ज्ञान के आधार पर वर्ण, ध्वनि और शब्द को पहचानना",https://bit.ly/3s4clFs,http://bit.ly/35lhv6h,गणित,100 तक की संख्या लिखें (50-70),https://bit.ly/36H9FVA,https://bit.ly/3pUBrpM
2,2021-06-29,Tuesday ,IV,हिंदी,"पूर्व ज्ञान के आधार पर वर्ण, ध्वनि और शब्द को पहचानना","
https://bit.ly/2UViaWo",https://bit.ly/2HpCfB9 ,गणित,100 तक की संख्या लिखें (70-100),https://bit.ly/3wnlACD,https://bit.ly/3pUBG4a
2,2021-06-30,Wednesday ,IV,हिंदी,"पूर्व ज्ञान के आधार पर वर्ण, ध्वनि और शब्द को पहचानना",https://bit.ly/36vyeF6,https://bit.ly/3ofymia,English,Associate familiar objects and pictures with names,https://bit.ly/35jfAih,https://bit.ly/2TzY1Yy
2,2021-07-01,Thursday ,IV,गणित,स्थानीय मान की अवधारणा को समझते है - 1,https://bit.ly/3ppSXAj,https://bit.ly/3joIcz7,English,Recognise letters (capital + small) and their sounds,https://bit.ly/35gXvl9,https://bit.ly/3pYEbCp
2,2021-07-02,Friday ,IV,गणित,स्थानीय मान की अवधारणा को समझते है - 2,https://bit.ly/3pp1kMF,https://bit.ly/3h9QRT7,English,"Read, write, and recognise letters (capital + small) and their sounds",https://bit.ly/35gXvl9,https://bit.ly/3vx3PPP
3,2021-07-05,Monday ,IV,हिंदी,आस पास की वस्तुओं को देखकर उसके अर्थ को समझ पाना,https://bit.ly/3o4ouXR,https://bit.ly/3vzNQAE,गणित,हमारे आस पास की वस्तुओं व आकारों में पैटर्न,https://bit.ly/3gq4WeE,https://bit.ly/3gxyOXS
3,2021-07-06,Tuesday ,IV,हिंदी,आस पास की वस्तुओं को देखकर उसके अर्थ को समझ पाना,https://bit.ly/3xnt6xw,https://bit.ly/2TK3Um3,गणित,हमारे आस पास की वस्तुओं व आकारों में पैटर्न,https://bit.ly/2TVWpbS,https://bit.ly/35zdfjk
3,2021-07-07,Wednesday ,IV,हिंदी,पर्यायवाची शब्द,https://bit.ly/2Xr6rQX,http://bit.ly/3oNu9mt,English,Develops basic thematic vocabulary - Fruits & vegetables ,https://bit.ly/3lvIYHT,https://bit.ly/2Kd1t70
3,2021-07-08,Thursday ,IV,गणित,संख्याओं में सरल पैटर्न बनाना और पहचानना-1,https://bit.ly/2ONfaMf,https://bit.ly/patterns_numbers_a,English,"Familiarize with the names of commonly objects( pen, pencil,rubber, shirt, pant, names of colours etc)",https://bit.ly/2JPU2Ta,https://bit.ly/3oO4QA5
3,2021-07-09,Friday ,IV,गणित,संख्याओं में सरल पैटर्न बनाना और पहचानना-2,https://bit.ly/35sPvNH,https://bit.ly/number_patterns_e,English,Familiarize with sight words (upto 3 letters),https://bit.ly/2VLHNJR,https://bit.ly/3nhD8eT
4,2021-07-12,Monday ,IV,हिंदी,"परिचित वस्तु के चित्र, नाम की पहचान और शब्द वर्तनी को लिखना",https://bit.ly/3iJoEos,https://bit.ly/3q8PZCf,गणित,एक अंकीय संख्याओं का जोड़,https://bit.ly/3qCuM2G,http://bit.ly/3ofJSd3
4,2021-07-13,Tuesday ,IV,हिंदी,"परिचित मात्रा, शब्द और समा ध्वनि वाले शब्दों को समान समझकर लिख पाना",https://bit.ly/3wr9eti,https://bit.ly/3j2q65R,गणित,दो अंकों की संख्याओं का जोड़,https://bit.ly/3wAIDtP,https://bit.ly/addition_2digits
4,2021-07-14,Wednesday ,IV,हिंदी,परिचित वस्तु के चित्र विशेषता एवं नाम की पहचान करना और शब्द की वर्तनी को लिखना,https://bit.ly/3gBx4eV,https://bit.ly/3wCzwIX,English,"Familiarize with and speak the names of commonly known objects(nature- birds, flowers, animals, seasons) - (1/2)",https://bit.ly/2SyqpdD,https://bit.ly/37W2Ajp
4,2021-07-15,Thursday ,IV,गणित,समूहों द्वारा हासिल के साथ जोड़,https://bit.ly/2J4INWF,https://bit.ly/addition_2digits_b,English,"Familiarize with and speak the names of commonly known objects(nature- birds, flowers, animals, seasons) - (2/2)",https://bit.ly/3zoJlfs,https://bit.ly/37ZgNfL
4,2021-07-16,Friday ,IV,गणित,एक अंकीय संख्याओं का घटा ,https://bit.ly/3p4qiS7,http://bit.ly/35YcKjB,English,Build vocabulary on nouns words,https://bit.ly/2KJMMbA,http://bit.ly/37Mb6mr
5,2021-07-19,Monday ,IV,हिंदी,सरल वाक्यों को लिख पाना (1/2),https://bit.ly/3bqsakb,http://bit.ly/2N8PtVB,गणित,-2 से अधिक अंकों के साथ 2 अंकों की संख्या,https://bit.ly/mathsclass1-2,https://bit.ly/3BicYQH
5,2021-07-20,Tuesday ,IV,हिंदी,सरल वाक्यों को लिख पाना (2/2),https://bit.ly/2KfbDnS,http://bit.ly/2N8Whm7,गणित,दो अंकों की संख्याओं का जोड़,https://bit.ly/3wAIDtP,
5,2021-07-21,Wednesday ,IV,हिंदी,चित्र को देखकर 3-4 वाक्य लिख पाना,https://bit.ly/3o4ouXR,http://bit.ly/2NrMqbb,English,Write and recognise letters (capital + small) and their sounds,https://bit.ly/35gXvl9,https://bit.ly/3pYEbCp
5,2021-07-22,Thursday ,IV,गणित,उधार के साथ 2 अंकों की संख्या का जोड़  - 2,https://bit.ly/2J4INWF,https://bit.ly/3BeSUi2,English,"Write letters & practice words with the sound (in capital, small, write letter based on the sound)",https://bit.ly/3bjRrKY,https://bit.ly/3rmGpwb
5,2021-07-23,Friday ,IV,गणित,उधार के साथ 2 अंकों की संख्या का घटाव - 1,https://bit.ly/3nRKjKL,https://bit.ly/3BiU23Y,English,"Write letters & practice words with the sound (in capital, small, write letter based on the sound)",https://bit.ly/3bjRrKY,https://bit.ly/3wSk0Ii
6,2021-07-26,Monday ,IV,हिंदी,विराम चिह्रन,https://bit.ly/3o3eTAJ,http://bit.ly/2KBEz9Q,गणित,उधार के साथ 2 अंकों की संख्या का घटाव - 2,https://bit.ly/38fYAeQ,https://bit.ly/3BicYQH
6,2021-07-27,Tuesday ,IV,हिंदी,लिंग (लड़का जा रहा है / लड़की जा रही है),https://bit.ly/3rol98F,https://bit.ly/2JcA1pe,गणित,उधार के साथ 2 अंकों की संख्या का घटाव - 3,https://bit.ly/36tmlzA,https://bit.ly/34bXFJ8
6,2021-07-28,Wednesday ,IV,हिंदी,संज्ञा एवं उसके भेद,https://bit.ly/3csBkLF,https://bit.ly/3owOGv2,English,Familiarize with and speak the names of commonly known objects(world in general - transport etc),https://bit.ly/36g9Kz8,https://bit.ly/transport_a
6,2021-07-29,Thursday ,IV,गणित,"गैर-मानक इकाइयों जैसे रॉड, पेंसिल या संतुलन आदि का उपयोग करके बुनियादी माप (लंबाई / वजन आदि) का अनुमान लगा सकते हैं -1",https://bit.ly/3mpPUH7,https://bit.ly/3yhJf8F,English,Recognise familiar pictures with names - Vegetables,https://bit.ly/2KfHyoe,https://bit.ly/3zzVuxu
6,2021-07-30,Friday ,IV,गणित,"गैर-मानक इकाइयों जैसे रॉड, पेंसिल या संतुलन आदि का उपयोग करके बुनियादी माप (लंबाई / वजन आदि) का अनुमान लगा सकते हैं -2",https://bit.ly/348qYxu,https://bit.ly/36XeCJx,English,Recognise familiar pictures with names -Animals,https://bit.ly/3zxLsxE,https://bit.ly/3BNHjqD
7,2021-08-02,Monday ,IV,हिंदी,सर्वनाम एवं उसके भेद,https://bit.ly/2OAuLPr,https://bit.ly/3qXuHYf,गणित,लम्बाई का मापन (मानक इकाइयां),https://bit.ly/35EABo3,http://bit.ly/3oQyi99
7,2021-08-03,Tuesday ,IV,हिंदी,"पूर्व ज्ञान के आधार पर वर्ण, ध्वनि और शब्द को पहचानना",https://bit.ly/3s4clFs,http://bit.ly/35lhv6h,गणित,लम्बाई का मापन (मानक इकाइयां) - 2,https://bit.ly/39XY0T7,http://bit.ly/2Y6ppMM
7,2021-08-04,Wednesday ,IV,हिंदी,"पूर्व ज्ञान के आधार पर वर्ण, ध्वनि और शब्द को पहचानना","
https://bit.ly/2UViaWo",https://bit.ly/2HpCfB9 ,English,Identify vowel sounds in CVC words,https://bit.ly/3vwl1VL,https://bit.ly/CVCwords_a
7,2021-08-05,Thursday ,IV,गणित,दो अंकों वाली संख्याओं का ऊर्ध्वाधर योग,https://bit.ly/3ebARQJ ,https://bit.ly/3iNolsO,English,"Read word families- un, ut, ug (e.g. fun, but, bug)",https://bit.ly/3s3T5Y9,https://bit.ly/36HBgGH
7,2021-08-06,Friday ,IV,गणित,"सप्ताह, महीनों और समय की पहचान -2",https://bit.ly/3pUWzLf,https://bit.ly/3j8mWvt,English,"Can read and write simple 3 letter and CVC words like cat, hen, top etc.",https://bit.ly/3gwLuhB,https://bit.ly/3lyJIQ4
8,2021-08-09,Monday ,IV,हिंदी,काल के प्रकारों को समझना एवं उनका प्रयोग कर पाना,https://bit.ly/3vI8YWR,http://bit.ly/2KIpanQ,गणित,जोड़ / घटाव की अंकगणितीय समस्याएं,https://bit.ly/3apqRBw,https://bit.ly/3gquU1o
8,2021-08-10,Tuesday ,IV,हिंदी,संयुक्ताक्षर वाले शब्दों को समझकर लिख पाना ,https://bit.ly/2TFkW55,https://bit.ly/3gK0OpY,,,,
8,2021-08-11,Wednesday ,IV,हिंदी,क्रिया शब्दों की पहचान कराना,https://bit.ly/35vRBwv,https://bit.ly/2SGDZvA,English,Uses simple nouns like boy/sun and prepositions like in/under etc.,https://bit.ly/3fqZEyP,https://bit.ly/36EQY3U 
8,2021-08-12,Thursday ,IV,गणित,दो अंकों वाली संख्याओं का ऊर्ध्वाधर योग,https://bit.ly/3ebARQJ ,https://bit.ly/3iNolsO,English,"Understand basic gender pronouns- his, hers, theirs",https://bit.ly/3vwZlZx,https://bit.ly/gender_pronouns_a
8,2021-08-13,Friday ,IV,गणित,पैसों का जोड़ व घटाव,https://bit.ly/35sJiSd,https://bit.ly/3yFPR0A,English,"Understand basic gender pronouns- he, she, it",https://bit.ly/3xuI1G0,https://bit.ly/pronouns_a
9,2021-08-16,Monday ,IV,हिंदी,"अनुस्वार, अनुनासिक शब्दों को पहचानना और लिखना",https://bit.ly/3cNjunC,https://bit.ly/3vxMZjR,गणित,बार-बार जोड़ के रूप में गुणा की अवधारणा को समझता है,https://bit.ly/3rhOkdW,https://bit.ly/37Mcu7C
9,2021-08-17,Tuesday ,IV,हिंदी,वाक्यों की रचना और वाक्यों के प्रकार,https://bit.ly/3hO4Ca7,http://bit.ly/2JQORCy,गणित,1 से 10 के पहाड़े,https://bit.ly/3nt2BkY,
9,2021-08-18,Wednesday ,IV,हिंदी,सार्थक शब्द निर्माण,https://bit.ly/2MS52AR,http://bit.ly/2KckKpk,English,"Use prepositions like in, on, under",https://bit.ly/39NbkKS,https://bit.ly/prepositions_a
9,2021-08-19,Thursday ,IV,गणित,1 से 10 के पहाड़े - 2,https://bit.ly/35iQqAS,,English,"Understand usage of is, am, are",https://bit.ly/3xwygae,
9,2021-08-20,Friday ,IV,गणित,2 अंक गुणन,https://bit.ly/3sbtJZd,,English,"Understand when to use can, can't",https://bit.ly/3q1zCaw,
10,2021-08-23,Monday ,IV,हिंदी,पर्यायवाची शब्द,https://bit.ly/2Xr6rQX,http://bit.ly/3oNu9mt,गणित,दो संख्याओं को गुणा करने के तरीके,https://bit.ly/3gAcsoG,https://bit.ly/multiply_3digits_a
10,2021-08-24,Tuesday ,IV,हिंदी,विलोम,https://bit.ly/3sqBdYk,http://bit.ly/2KlqHR4,गणित,लम्बाई का मापन (मानक इकाइयां),https://bit.ly/35EABo3,http://bit.ly/3oQyi99
10,2021-08-25,Wednesday ,IV,हिंदी,"अनेकार्थक शब्द - उत्तर माने जवाब, मेरे प्रश्न का उत्तर दो। उत्तर माने दिशा, हमारा विध्यालय उत्तर दिशा में है",https://bit.ly/2LRQtwQ,http://bit.ly/39blvcd,English,"Can read and write simple 3 letter and CVC words like cat, hen, top etc.",https://bit.ly/3gwLuhB,https://bit.ly/3kuFJjq 
10,2021-08-26,Thursday ,IV,गणित,लम्बाई का मापन (मानक इकाइयां) - 2,https://bit.ly/39XY0T7,http://bit.ly/2Y6ppMM,English,"Identify and read consonant blends: blends beginning with L (bl, cl, fl, gl, sl, pl)",https://bit.ly/3iNjibW,https://bit.ly/consonant_blends_c
10,2021-08-27,Friday ,IV,हिंदी,मुहावरे (जैसे नौ दो ग्यारह होना),https://bit.ly/3o2Bddz,http://bit.ly/3qJrYkl,English,"Recites poems - now with correct intonation, pause, and pronunciation",https://bit.ly/3p3Iaww,http://bit.ly/2MDGXO0
11,2021-08-30,Monday ,IV,Holiday,,,,,,,
11,2021-08-31,Tuesday ,IV,हिंदी,कहानी लेखन,"
https://bit.ly/2Ijskxo",https://bit.ly/3gPh9HY ,गणित,1 अंक विभाजन द्वारा 2/1 अंक,https://bit.ly/335dEcD ,https://bit.ly/38TRei0
11,2021-09-01,Wednesday ,IV,हिंदी,शुद्ध अशुद्ध शब्द,https://bit.ly/337kE8Y ,https://bit.ly/33bEXlJ,English,Identify and Use nouns appropriately- convert nouns to verbs & vice versa,"
https://bit.ly/2KpPaUO",https://bit.ly/38A56Oo
11,2021-09-02,Thursday ,IV,गणित,2 और 3 अंक विभाजन (लंबे समय तक विभाजन विधि),"
https://bit.ly/377icAx",https://bit.ly/38CoMBg,English,Identify and Use verbs appropriately- second form of verbs,https://bit.ly/2J7lCLi ,https://bit.ly/3kkvhuB
11,2021-09-03,Friday ,IV,हिंदी,5-20 वाक्य - अनुच्छेद लेखन,"
https://bit.ly/3fsK19X",https://bit.ly/2yutj8P,English,Identify synonyms,"
https://bit.ly/2J2TDfA",https://bit.ly/3kC4bzs 
12,2021-09-06,Monday ,IV,हिंदी,लिंग (लड़का जा रहा है / लड़की जा रही है),https://bit.ly/3fYN7mi,https://bit.ly/2JcA1pe,गणित,भिन्न का खंड रूप,https://bit.ly/3g1Gm3l,https://bit.ly/2JyMx2O
12,2021-09-07,Tuesday ,IV,हिंदी,संज्ञा एवं उसके भेद,https://bit.ly/33DPp5D,https://bit.ly/3owOGv2,गणित,असतत संख्याओं के भिन्न को समझना,https://bit.ly/3qAvBKk,https://bit.ly/2JywOAP
12,2021-09-08,Wednesday ,IV,हिंदी,सर्वनाम एवं उसके भेद,https://bit.ly/3oxn5Ki,https://bit.ly/3qXuHYf,English,Finds meanings of unknown words using context clues,https://bit.ly/33AHtSm,https://bit.ly/39QVU8P
12,2021-09-09,Thursday ,IV,गणित,,,,,,,
12,2021-09-10,Friday ,IV,गणित,लम्बाई का मापन (मानक इकाइयां),https://bit.ly/35EABo3,http://bit.ly/3oQyi99,English,Read 3 and 4 letter words,https://bit.ly/3ooIxkG,https://bit.ly/36Vl7NR
13,2021-09-13,Monday ,IV,हिंदी,क्रिया एवं उसके भेद ,https://bit.ly/3qCC2ME,https://bit.ly/2IrRHgO,गणित,बार-बार जोड़ के रूप में गुणा की अवधारणा को समझता है,https://bit.ly/3rhOkdW,https://bit.ly/33TVf2I
13,2021-09-14,Tuesday ,IV,हिंदी,विशेषण एवं उसके भेद (2/2),https://bit.ly/2KJv5Ju,http://bit.ly/34JFfRc,गणित,ठोस आकारों के आयतन,https://bit.ly/3pcNayw,https://bit.ly/37Mwxm2
13,2021-09-15,Wednesday ,IV,हिंदी,वाक्यों की रचना और वाक्यों के प्रकार,https://bit.ly/3hO4Ca7,http://bit.ly/2JQORCy,English,Consonant diagraph- revision,https://bit.ly/3rQabcJ,"https://bit.ly/39Qr5RI, "
13,2021-09-16,Thursday ,IV,गणित,लम्बाई का मापन (मानक इकाइयां),https://bit.ly/35EABo3,http://bit.ly/3oQyi99,English,Read 3 and 4 letter words,https://bit.ly/3ooIxkG,https://bit.ly/36Vl7NR
13,2021-09-17,Friday ,IV,गणित,लम्बाई का मापन (मानक इकाइयां) - 2,https://bit.ly/39XY0T7,http://bit.ly/2Y6ppMM,,,,
14,2021-09-20,Monday ,IV,English ,Identify and use different forms of tenses appropriately,https://bit.ly/3a8N5aI,http://bit.ly/37t7xl0,,,,
14,2021-09-21,Tuesday ,IV,गणित ,भिन्न का जोड़ एवं घटा ,https://bit.ly/2Wdf7JZ,http://bit.ly/3rjc6pW,,,,
14,2021-09-22,Wednesday ,IV,हिंदी ,काल के प्रकारों को समझना एवं उनका प्रयोग कर पाना,https://bit.ly/3ml8KyO,http://bit.ly/2KIpanQ,,,,
14,2021-09-23,Thursday ,IV,English ,"Use adverbs in sentences (always, often, never etc.)",https://bit.ly/33Lm9dd,http://bit.ly/37JPsz3,,,,
14,2021-09-24,Friday ,IV,गणित ,कोणों का वर्गीकरण,https://bit.ly/3rqvn90,https://bit.ly/33W64Bk,,,,
15,2021-09-27,Monday ,IV,हिंदी ,विशेषण एवं उसके भेद (1/2),https://bit.ly/3mGKojg,http://bit.ly/3aJYtKj,,,,
15,2021-09-28,Tuesday ,IV,English ,Write a letter,https://bit.ly/2KN87Rt,http://bit.ly/38o8vOs,,,,
15,2021-09-29,Wednesday ,IV,गणित ,ठोस आकारों के आयतन,https://bit.ly/3pcNayw,https://bit.ly/37Mwxm2,,,,
15,2021-09-30,Thursday ,IV,हिंदी ,विशेषण एवं उसके भेद (2/2),https://bit.ly/2KJv5Ju,http://bit.ly/34JFfRc,,,,
15,2021-10-01,Friday ,IV,English ,Consonant diagraph- revision,https://bit.ly/3rQabcJ,https://bit.ly/39Qr5RI,,,,
16,2021-10-04,Monday ,IV,गणित ,बार-बार जोड़ के रूप में गुणा की अवधारणा को समझता है,https://bit.ly/3rhOkdW,https://bit.ly/33TVf2I,,,,
16,2021-10-05,Tuesday ,IV,हिंदी ,वाक्यों की रचना और वाक्यों के प्रकार,https://bit.ly/3hO4Ca7,http://bit.ly/2JQORCy,,,,
16,2021-10-06,Wednesday ,IV,English ,Read 3 and 4 letter words,https://bit.ly/3ooIxkG,https://bit.ly/36Vl7NR,,,,
16,2021-10-07,Thursday ,IV,गणित ,1 से 10 के पहाड़े,https://bit.ly/3nt2BkY,http://bit.ly/35r2waX,,,,
16,2021-10-08,Friday ,IV,हिंदी ,प्रचलित शब्द - पशु पक्षी,https://bit.ly/35hYGRJ,https://bit.ly/35uXqe9,,,,
17,2021-10-11,Monday ,IV,English ,"Reading VC, VCV, VCC combos",https://bit.ly/3nk70X1,http://bit.ly/2KffSQu,,,,
17,2021-10-12,Tuesday ,IV,गणित ,1 से 10 के पहाड़े - 2,https://bit.ly/35iQqAS,http://bit.ly/3qcWEKC,,,,
17,2021-10-13,Wednesday ,IV,हिंदी ,सार्थक शब्द निर्माण,https://bit.ly/2MS52AR,http://bit.ly/2KckKpk,,,,
17,2021-10-14,Thursday ,IV,English ,Framing questions,https://bit.ly/3nAYByC,https://bit.ly/3oIuAhi,,,,
17,2021-10-15,Friday ,IV,गणित ,2 अंक गुणन,https://bit.ly/3sbtJZd,https://bit.ly/376ckII,,,,
18,2021-10-18,Monday ,IV,हिंदी ,पर्यायवाची शब्द,https://bit.ly/2Xr6rQX,http://bit.ly/3oNu9mt,,,,
18,2021-10-19,Tuesday ,IV,English ,Compound words,https://bit.ly/2MSU6D2,https://bit.ly/37cnEDv,,,,
18,2021-10-20,Wednesday ,IV,गणित ,2D और 3D आकृतियों को समझना- 1,https://bit.ly/3bI9A7m,http://bit.ly/2LznRsc,,,,
18,2021-10-21,Thursday ,IV,हिंदी ,विलोम शब्द ,https://bit.ly/3sqBdYk,http://bit.ly/2KlqHR4,,,,
18,2021-10-22,Friday ,IV,English ,"More thematic vocabulary - transport, types of colours, types of shapes",https://bit.ly/3oYXjPL,http://bit.ly/35HiJcv,,,,
19,2021-10-25,Monday ,IV,गणित ,लम्बाई का मापन (मानक इकाइयां),https://bit.ly/35EABo3,http://bit.ly/3oQyi99,,,,
19,2021-10-26,Tuesday ,IV,English ,"Recites poems - now with correct intonation, pause, and pronunciation",https://bit.ly/3p3Iaww,http://bit.ly/2MDGXO0,,,,
19,2021-10-27,Wednesday ,IV,गणित ,लम्बाई का मापन (मानक इकाइयां) - 2,https://bit.ly/39XY0T7,http://bit.ly/2Y6ppMM,,,,
19,2021-10-28,Thursday ,IV,हिंदी ,"अनेकार्थक शब्द - उत्तर माने जवाब, मेरे प्रश्न का उत्तर दो। उत्तर माने दिशा, हमारा विध्यालय उत्तर दिशा में है",https://bit.ly/2LRQtwQ,http://bit.ly/39blvcd,,,,
19,2021-10-29,Friday ,IV,English ,Talk about one’s likes and dislikes & narrate simple experiences.,https://bit.ly/364Y6XT,https://bit.ly/2W1H8UT,,,,
20,2021-11-01,Monday ,IV,हिंदी ,मुहावरे (जैसे नौ दो ग्यारह होना),https://bit.ly/3o2Bddz,http://bit.ly/3qJrYkl,,,,
1,2021-06-21,Monday ,VI,हिंदी ,Chapter 1: वह चिड़िया जो,https://bit.ly/2K2E2xd,http://bit.ly/3muZfNA,,,,
1,2021-06-22,Tuesday ,VI,विज्ञान,Chapter 1- भोजन : यह कहाँ से आता है?,https://bit.ly/3dcrOyh,https://bit.ly/3vCnz4M,,,,
